BFE-nummer,Adresse,Offentlig ejendomsværdi,Offentlige grundværdi,Seneste handelspris,Enhedsareal - Beboelse,Pris pr. m2,Seneste handelsdato,Seneste handlet andel,Handelsmetode,Anvendelse,Opførelsesår,Tinglyst areal (Ejerlejligheder),Longitude,Latitude,Primær ejers adresse,Vejnavn,Husnr.,Etage,Antal værelser
133155,"Lyneborggade 25, 2. tv, 2300 København S", kr. 2.050.000, kr. 283.600, kr. 3.750.000,  97   , kr. 38.659,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  87   ,"12,6108942","55,66386206","Lyneborggade 25,2 tv, 2300 København S",Lyneborggade,25,2,3
124582,"Højdevej 6, st. th, 2300 København S", kr. 800.000, kr. 60.800, kr. 1.775.000,  49   , kr. 36.224,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1902,  42   ,"12,61152805","55,65428189","Tårnvej 369, 2610 Rødovre",Højdevej,6,st,2
113351,"Ørestads Boulevard 57C, 5. 506, 2300 København S", kr. 1.700.000, kr. 324.200, kr. 2.775.000,  82   , kr. 33.841,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2005,  65   ,"12,58304881","55,63432078","Ørestads Boulevard 57C,5,-506, 2300 København S",Ørestads Boulevard,57C,5,1
125533,"Kastrupvej 50, 2. g, 2300 København S", kr. 1.100.000, kr. 167.500, kr. 2.050.000,  66   , kr. 31.060,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1970,  58   ,"12,61704456","55,65567681","None, 2300 København S",Kastrupvej,50,2,2
133793,"Parmagade 44, 4. th, 2300 København S", kr. 1.000.000, kr. 71.000, kr. 2.095.000,  57   , kr. 36.754,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1934,  52   ,"12,61650095","55,65321791","Parmagade 44,4 th, 2300 København S",Parmagade,44,4,2
143810,"Kurlandsgade 16, 1. tv, 2300 København S", kr. 860.000, kr. 247.800, kr. 1.750.000,  95   , kr. 18.421,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1908,  45   ,"12,60329427","55,66005038","Kurlandsgade 16,1 th, 2300 København S",Kurlandsgade,16,1,4
135083,"Sorrentovej 2, 2. tv, 2300 København S", kr. 1.050.000, kr. 126.400, kr. 2.125.000,  60   , kr. 35.416,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  57   ,"12,62056711","55,65862371","Sorrentovej 2,2 tv, 2300 København S",Sorrentovej,2,2,3
137026,"Grækenlandsvej 108, 1. th, 2300 København S", kr. 880.000, kr. 144.400, kr. 1.750.000,  50   , kr. 35.000,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  45   ,"12,6197226","55,6458518","Olymposvej 28, 2300 København S",Grækenlandsvej,108,1,2
113680,"Islands Brygge 104, st. tv, 2300 København S", kr. 1.950.000, kr. 339.500, kr. 3.900.000,  82   , kr. 47.560,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2018,  71   ,"12,56440578","55,65573371","Islands Brygge 104,st tv, 2300 København S",Islands Brygge,104,st,3
108447,"C.F. Møllers Allé 34, st. tv, 2300 København S", kr. 1.700.000, kr. 353.400, kr. 3.300.000,  93   , kr. 35.483,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2007,  79   ,"12,57658299","55,63460489","C.F. Møllers Allé 34,st tv, 2300 København S",C.F. Møllers Allé,34,st,3
128259,"Bremensgade 12, st. th, 2300 København S", kr. 1.950.000, kr. 370.800, kr. 3.795.000,  95   , kr. 39.947,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2015,  85   ,"12,61589046","55,66606043","Bremensgade 12,st th, 2300 København S",Bremensgade,12,st,3
426162,"Hannemanns Allé 12U, 6. th, 2300 København S", kr. 1.750.000, kr. 289.100, kr. 2.960.000,  79   , kr. 37.468,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  66   ,"12,56992706","55,62606314","Hannemanns Allé 12U,6 th, 2300 København S",Hannemanns Allé,12U,6,2
134193,"Grækenlandsvej 23, 2. th, 2300 København S", kr. 910.000, kr. 65.600, kr. 1.875.000,  53   , kr. 35.377,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1934,  48   ,"12,61577819","55,65304437","Grækenlandsvej 23,2 th, 2300 København S",Grækenlandsvej,23,2,2
103339,"Klaksvigsgade 7, 2. tv, 2300 København S", kr. 2.900.000, kr. 536.200, kr. 4.480.000,  106   , kr. 42.264,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  94   ,"12,58078755","55,66708598","Klaksvigsgade 7,2 tv, 2300 København S",Klaksvigsgade,7,2,3
118374,"Edvard Thomsens Vej 15, 5. tv, 2300 København S", kr. 2.050.000, kr. 458.700, kr. 3.775.000,  100   , kr. 37.750,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2007,  95   ,"12,5734997","55,63313421","Edvard Thomsens Vej 15,5 tv, 2300 København S",Edvard Thomsens Vej,15,5,3
132556,"Gerbrandsvej 12, st. 1, 2300 København S", kr. 690.000, kr. 104.700, kr. 1.654.000,  44   , kr. 37.590,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1939,  42   ,"12,61605073","55,64691541","Gerbrandsvej 12,st,-1, 2300 København S",Gerbrandsvej,12,st,2
132492,"Gerbrandsvej 20, 1. 1, 2300 København S", kr. 750.000, kr. 104.000, kr. 1.582.600,  43   , kr. 36.804,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1938,  41   ,"12,61762072","55,64707329","Gerbrandsvej 20,1,-1, 2300 København S",Gerbrandsvej,20,1,2
113847,"Edvard Thomsens Vej 79, 7. tv, 2300 København S", kr. 1.800.000, kr. 354.400, kr. 3.430.000,  89   , kr. 38.539,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  81   ,"12,57872453","55,63240068","Edvard Thomsens Vej 79,7 tv, 2300 København S",Edvard Thomsens Vej,79,7,3
101330,"Hollænderdybet 2, 4. tv, 2300 København S", kr. 1.800.000, kr. 142.500, kr. 4.150.000,  104   , kr. 39.903,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1918,  98   ,"12,59937966","55,66499502","Hollænderdybet 2,4 tv, 2300 København S",Hollænderdybet,2,4,4
422686,"Robert Jacobsens Vej 1B, 8. th, 2300 København S", kr. 1.850.000, kr. 322.200, kr. 3.195.000,  85   , kr. 37.588,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2017,  72   ,"12,57564119","55,62374217","Robert Jacobsens Vej 1B,8 th, 2300 København S",Robert Jacobsens Vej,1B,8,3
125046,"Prøvestens Allé 4, 1. tv, 2300 København S", kr. 1.800.000, kr. 538.100, kr. 3.702.000,  83   , kr. 44.602,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1901,  79   ,"12,61660714","55,66045241","Prøvestens Allé 4,1 tv, 2300 København S",Prøvestens Allé,4,1,4
134714,"Sorrentovej 6, st. tv, 2300 København S", kr. 890.000, kr. 111.300, kr. 2.145.000,  54   , kr. 39.722,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  51   ,"12,6209958","55,65851564","Søndertoften 201, 2630 Taastrup",Sorrentovej,6,st,2
129167,"Geislersgade 12, 1. th, 2300 København S", kr. 940.000, kr. 163.800, kr. 2.040.000,  50   , kr. 40.800,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1901,  44   ,"12,60571433","55,66430442","Geislersgade 12,1 th, 2300 København S",Geislersgade,12,1,2
133672,"Serbiensgade 2, 3. tv, 2300 København S", kr. 960.000, kr. 60.700, kr. 2.295.000,  57   , kr. 40.263,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1916,  49   ,"12,61366868","55,66440021","Strandagervej 10, 4040 Jyllinge",Serbiensgade,2,3,2
142443,"Sofienhøjvej 11, 1. th, 2300 København S", kr. 1.050.000, kr. 164.200, kr. 2.465.000,  70   , kr. 35.214,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1938,  65   ,"12,61262293","55,64523456","Søvej 28, 2791 Dragør",Sofienhøjvej,11,1,3
137453,"Hallandsgade 6C, 4. th, 2300 København S", kr. 950.000, kr. 66.800, kr. 2.450.000,  54   , kr. 45.370,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1905,  45   ,"12,59964632","55,66358994","Gåseholmvej 9, 5320 Agedrup",Hallandsgade,6C,4,2
137453,"Hallandsgade 6C, 4. th, 2300 København S", kr. 950.000, kr. 66.800, kr. 2.450.000,  54   , kr. 45.370,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1905,  45   ,"12,59964632","55,66358994","Gåseholmvej 9, 5320 Agedrup",Hallandsgade,6C,4,-
134507,"Øresund Parkvej 12, 1. th, 2300 København S", kr. 1.750.000, kr. 233.200, kr. 3.600.000,  77   , kr. 46.753,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2005,  67   ,"12,62800082","55,66354815","Øresund Parkvej 12,1 th, 2300 København S",Øresund Parkvej,12,1,2
133651,"Ungarnsgade 17, 4. tv, 2300 København S", kr. 940.000, kr. 60.700, kr. 1.970.000,  53   , kr. 37.169,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1916,  46   ,"12,61365135","55,66422609","Ungarnsgade 17,4 tv, 2300 København S",Ungarnsgade,17,4,2
135766,"Ålandsgade 28, 2. mf, 2300 København S", kr. 950.000, kr. 123.700, kr. 2.195.000,  52   , kr. 42.211,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1940,  48   ,"12,60709359","55,66200912","Ålandsgade 28,2 mf, 2300 København S",Ålandsgade,28,2,2
135183,"Frankrigshusene 18, 2. tv, 2300 København S", kr. 1.000.000, kr. 102.500, kr. 2.120.000,  56   , kr. 37.857,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1936,  51   ,"12,60755558","55,66275759","Rørholmsgade 18,1 tv, 1352 København K",Frankrigshusene,18,2,2
139601,"Richard Mortensens Vej 63, 2. 2, 2300 København S", kr. 1.600.000, kr. 452.000, kr. 3.225.000,  99   , kr. 32.575,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  87   ,"12,57140981","55,61833038","Richard Mortensens V 63,2,-2, 2300 København S",Richard Mortensens Vej,63,2,3
137857,"Pæonvej 45, 1., 2300 København S", kr. 2.150.000, kr. 625.200, kr. 4.200.000,  98   , kr. 42.857,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1956,  112   ,"12,60663214","55,64760953","Pæonvej 45,1, 2300 København S",Pæonvej,45,1,3
125047,"Prøvestens Allé 4, 1. th, 2300 København S", kr. 1.400.000, kr. 403.600, kr. 3.000.000,  65   , kr. 46.153,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1901,  61   ,"12,61660714","55,66045241","Prøvestens Allé 4,1 th, 2300 København S",Prøvestens Allé,4,1,4
133617,"Backersvej 11, st. th, 2300 København S", kr. 1.300.000, kr. 393.100, kr. 3.320.000,  79   , kr. 42.025,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1907,  72   ,"12,61860049","55,66040203","Backersvej 11,st th, 2300 København S",Backersvej,11,st,3
132489,"Gerbrandsvej 20, st. 2, 2300 København S", kr. 750.000, kr. 114.900, kr. 1.520.000,  48   , kr. 31.666,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1938,  46   ,"12,61762072","55,64707329","Gerbrandsvej 20,st,-2, 2300 København S",Gerbrandsvej,20,st,2
133574,"Sumatravej 65, 1. th, 2300 København S", kr. 960.000, kr. 240.000, kr. 1.865.000,  59   , kr. 31.610,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1962,  54   ,"12,63411468","55,64597251","Sumatravej 65,1 th, 2300 København S",Sumatravej,65,1,2
135233,"Ålandsgade 49, 4. tv, 2300 København S", kr. 1.000.000, kr. 92.200, kr. 2.100.000,  56   , kr. 37.500,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1940,  51   ,"12,60734818","55,6622035","Rasmus Knudsens Vej 22A, 3000 Helsingør",Ålandsgade,49,4,2
136142,"Reberbanegade 31, st. tv, 2300 København S", kr. 920.000, kr. 133.700, kr. 2.100.000,  55   , kr. 38.181,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1940,  50   ,"12,60576785","55,66203787","Søholm 9, 6100 Haderslev",Reberbanegade,31,st,2
140060,"Richard Mortensens Vej 73, 5. 3, 2300 København S", kr. 1.200.000, kr. 249.400, kr. 2.670.000,  60   , kr. 44.500,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  48   ,"12,57140911","55,61744812","Smedevej 3B, 3480 Fredensborg",Richard Mortensens Vej,73,5,2
108150,"Æblestien 3, 5. tv, 2300 København S", kr. 960.000, kr. 94.100, kr. 2.595.000,  57   , kr. 45.526,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1918,  50   ,"12,59880568","55,66499137","Godthåbsgade 63,st, 5000 Odense C",Æblestien,3,5,2
110159,"Jens Otto Krags Gade 4, 2. tv, 2300 København S", kr. 1.500.000, kr. 231.100, kr. 3.200.000,  60   , kr. 53.333,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  49   ,"12,56827698","55,65815332","Willy Brandts Vej 25,1,-2, 2450 København SV",Jens Otto Krags Gade,4,2,2
128711,"Ålandsgade 11, 1. tv, 2300 København S", kr. 960.000, kr. 71.300, kr. 2.300.000,  52   , kr. 44.230,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1901,  45   ,"12,60515015","55,66417552","Carstensgade 21, 6270 Tønder",Ålandsgade,11,1,2
128711,"Ålandsgade 11, 1. tv, 2300 København S", kr. 960.000, kr. 71.300, kr. 2.300.000,  52   , kr. 44.230,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1901,  45   ,"12,60515015","55,66417552","Carstensgade 21, 6270 Tønder",Ålandsgade,11,1,-
136135,"Ålandsgade 22, 4. mf, 2300 København S", kr. 1.100.000, kr. 162.600, kr. 2.500.000,  61   , kr. 40.983,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1940,  57   ,"12,60665487","55,66237712","Dalum Møllervej 8, 5250 Odense SV",Ålandsgade,22,4,2
135661,"Ålandsgade 28, st. tv, 2300 København S", kr. 850.000, kr. 120.100, kr. 1.815.000,  51   , kr. 35.588,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1940,  47   ,"12,60709359","55,66200912","Ålandsgade 28,st tv, 2300 København S",Ålandsgade,28,st,2
142934,"Englandsvej 16, 1. th, 2300 København S", kr. 930.000, kr. 59.900, kr. 1.995.000,  60   , kr. 33.250,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1939,  54   ,"12,60548687","55,65731216","Englandsvej 16,1 th, 2300 København S",Englandsvej,16,1,2
123880,"Højdevej 7, 3. tv, 2300 København S", kr. 1.000.000, kr. 129.400, kr. 1.975.000,  56   , kr. 35.267,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1904,  49   ,"12,61168029","55,65454977","Højdevej 7,3 tv, 2300 København S",Højdevej,7,3,2
133584,"Engvej 174, st. tv, 2300 København S", kr. 890.000, kr. 257.000, kr. 1.910.000,  57   , kr. 33.508,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1963,  52   ,"12,63443742","55,64624988","Engvej 174,st tv, 2300 København S",Engvej,174,st,2
101031,"Ejler Billes Allé 74, 2300 København S", kr. 710.000, kr. 270.700, kr. 3.149.000,  73   , kr. 43.136,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2020,  73   ,"12,56951291","55,62333436","Martine Christof.S V 11, 7000 Fredericia",Ejler Billes Allé,74,-,3
142870,"Thingvalla Allé 1, 2. th, 2300 København S", kr. 1.650.000, kr. 246.100, kr. 3.700.000,  81   , kr. 45.679,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2007,  73   ,"12,61147586","55,65138271","Thingvalla Allé 1,2 th, 2300 København S",Thingvalla Allé,1,2,3
134828,"Bremensgade 23, 1. tv, 2300 København S", kr. 920.000, kr. 101.300, kr. 2.275.000,  55   , kr. 41.363,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1939,  51   ,"12,61762455","55,66614874","Okavangovej 16, 3600 Frederikssund",Bremensgade,23,1,2
101387,"Under Elmene 18, 3. th, 2300 København S", kr. 1.050.000, kr. 94.100, kr. 2.800.000,  63   , kr. 44.444,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1918,  56   ,"12,59880452","55,66529218","Øresunds Alle 24, 2791 Dragør",Under Elmene,18,3,2
132544,"Jansvej 2, 1. 4, 2300 København S", kr. 760.000, kr. 105.200, kr. 1.485.000,  44   , kr. 33.750,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1939,  42   ,"12,61662735","55,6469108","Margretheholmsvej 66,2 tv, 1432 København K",Jansvej,2,1,2
132425,"Mellemforts Allé 2, 2. tv, 2300 København S", kr. 1.050.000, kr. 129.500, kr. 2.075.000,  62   , kr. 33.467,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1932,  55   ,"12,62013915","55,66011157","Mellemforts Allé 2,2 tv, 2300 København S",Mellemforts Allé,2,2,2
135732,"Reberbanegade 45, 4. tv, 2300 København S", kr. 1.100.000, kr. 139.700, kr. 2.395.000,  59   , kr. 40.593,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1940,  54   ,"12,60657878","55,66198083","Reberbanegade 45,4 tv, 2300 København S",Reberbanegade,45,4,3
136914,"Ungarnsgade 72, 1. tv, 2300 København S", kr. 1.000.000, kr. 255.500, kr. 2.290.000,  60   , kr. 38.166,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1929,  52   ,"12,61451589","55,66254303","Ungarnsgade 72,1 tv, 2300 København S",Ungarnsgade,72,1,2
125566,"Korfuvej 7, 2. th, 2300 København S", kr. 960.000, kr. 237.900, kr. 2.250.000,  51   , kr. 44.117,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1902,  46   ,"12,6205461","55,65400398","Korfuvej 7,2 th, 2300 København S",Korfuvej,7,2,2
101064,"Else Alfelts Vej 10K, 2300 København S", kr. 710.000, kr. 270.700, kr. 3.049.000,  73   , kr. 41.767,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2020,  73   ,"12,56977482","55,62307348","Martine Christof.S V 11, 7000 Fredericia",Else Alfelts Vej,10K,-,3
125105,"Amagerbrogade 257, st. th, 2300 København S", kr. 450.000, kr. 138.800, kr. 1.800.000,  58   , kr. 31.034,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1938,  53   ,"12,61520848","55,64498315","Amagerbrogade 257,st th, 2300 København S",Amagerbrogade,257,st,2
140184,"Østerdalsgade 3A, 1. tv, 2300 København S", kr. 820.000, kr. 73.500, kr. 1.975.000,  51   , kr. 38.725,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1936,  45   ,"12,60293198","55,65505603","Østerdalsgade 3A,1 tv, 2300 København S",Østerdalsgade,3A,1,2
138727,"Robert Jacobsens Vej 74, 7. p8, 2300 København S", kr. 2.100.000, kr. 488.400, kr. 4.000.000,  106   , kr. 37.735,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  94   ,"12,57194339","55,61742482","None, 2300 København S",Robert Jacobsens Vej,74,7,3
131049,"Parmagade 23, 1. th, 2300 København S", kr. 1.050.000, kr. 125.300, kr. 2.050.000,  64   , kr. 32.031,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1926,  57   ,"12,61415061","55,65310784","Parmagade 23,1 th, 2300 København S",Parmagade,23,1,2
127378,"Ålandsgade 17, 4. th, 2300 København S", kr. 1.600.000, kr. 90.700, kr. 3.700.000,  86   , kr. 43.023,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1901,  45   ,"12,6052642","55,66382634","Ålandsgade 17,4 th, 2300 København S",Ålandsgade,17,4,3
110162,"Jens Otto Krags Gade 4, 3. tv, 2300 København S", kr. 1.500.000, kr. 231.100, kr. 3.170.000,  60   , kr. 52.833,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  49   ,"12,56827698","55,65815332","Bredgade 19A,3 tv, 1260 København K",Jens Otto Krags Gade,4,3,2
136457,"Elbagade 71, 5. th, 2300 København S", kr. 1.450.000, kr. 120.800, kr. 3.175.000,  83   , kr. 38.253,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  77   ,"12,61783059","55,65476935","Elbagade 71,5 th, 2300 København S",Elbagade,71,5,3
